#          time         x_star         y_star           x_p1           y_p1           x_p2           y_p2           x_p3           y_p3           x_p4           y_p4 
       19.7692     0.00667202   -0.000499048       -2.00713       0.115822      -0.298789       0.950226       0.503037      -0.148703       0.238759      0.0344536 
       19.7885     0.00668653   -0.000353806       -2.00899      0.0693019      -0.361057       0.928118       0.522811     -0.0592626       0.178698         0.1493 
       19.8077     0.00670081   -0.000206334       -2.00977      0.0227448      -0.421712       0.901926       0.526504      0.0320173      0.0599179        0.21178 
       19.8269     0.00671349   -5.54562e-05       -2.00947     -0.0238245      -0.480487       0.871767       0.514124       0.122305     -0.0781364       0.192154 
       19.8462     0.00672262    9.89894e-05        -2.0081      -0.070381      -0.537124       0.837773       0.486158       0.208838      -0.178997      0.0908108 
       19.8654     0.00672655    0.000255785       -2.00564        -0.1169      -0.591376       0.800094       0.443544       0.288997      -0.197119     -0.0509532 
       19.8846     0.00672495    0.000413024       -2.00212      -0.163356      -0.643002       0.758897       0.387637       0.360373      -0.127968      -0.171859 
       19.9038     0.00671879    0.000569321       -1.99751      -0.209724      -0.691777       0.714363        0.32017       0.420828    -0.00590099      -0.227188 
       19.9231     0.00670942    0.000724321       -1.99184      -0.255979      -0.737485       0.666688         0.2432       0.468546       0.121471       -0.20408 
       19.9423     0.00669796    0.000878487       -1.98509      -0.302097      -0.779927       0.616081       0.159057       0.502078       0.212619      -0.115438 
       19.9615      0.0066851     0.00103279       -1.97728      -0.348053      -0.818915       0.562766      0.0702829       0.520381       0.239342     0.00948147 
       19.9808     0.00667094     0.00118849        -1.9684      -0.393821      -0.854277       0.506977     -0.0204314       0.522847       0.190183       0.131012 
            20     0.00665483     0.00134696       -1.95846      -0.439377      -0.885858       0.448959      -0.110316       0.509329      0.0759132       0.205107 
       20.0192      0.0066352     0.00150921       -1.94747      -0.484697      -0.913518       0.388968      -0.196594       0.480147     -0.0649533       0.196942 
       20.0385     0.00660985     0.00167516       -1.93543      -0.529755      -0.937135       0.327266      -0.276561       0.436097      -0.173809       0.103484 
       20.0577     0.00657692     0.00184322       -1.92235      -0.574529      -0.956604       0.264127      -0.347662       0.378444      -0.202963     -0.0354465 
       20.0769     0.00653597     0.00201111       -1.90824      -0.618992      -0.971839       0.199827      -0.407572       0.308892      -0.145291      -0.160168 
       20.0962     0.00648779     0.00217702       -1.89309      -0.663122      -0.982773       0.134651      -0.454281       0.229556     -0.0306074      -0.225773 
       20.1154     0.00643371     0.00234002       -1.87693      -0.706894      -0.989356      0.0688848      -0.486164       0.142902      0.0972069      -0.215512 
       20.1346     0.00637501     0.00249996       -1.85975      -0.750284       -0.99156     0.00281889      -0.502055      0.0516848       0.196704      -0.136664 
       20.1538     0.00631273     0.00265725       -1.84156      -0.793269      -0.989373     -0.0632555        -0.5013     -0.0411427       0.236029     -0.0141824 
       20.1731     0.00624744     0.00281278       -1.82239      -0.835826      -0.982806      -0.129047      -0.483799      -0.132524       0.198158       0.113133 
       20.1923     0.00617904     0.00296768       -1.80223      -0.877932      -0.971887      -0.194265      -0.450028      -0.219409       0.089288       0.198199 
       20.2115      0.0061064     0.00312286       -1.78109      -0.919563      -0.956665      -0.258622      -0.401033       -0.29887     -0.0531162       0.201456 
       20.2308     0.00602775     0.00327816         -1.759      -0.960697      -0.937207      -0.321832      -0.338404      -0.368213      -0.168911       0.116764 
         20.25     0.00594169     0.00343196       -1.73595       -1.00131        -0.9136      -0.383618       -0.26422      -0.425086      -0.208939     -0.0180416 
       20.2692      0.0058482     0.00358205       -1.71196       -1.04138      -0.885949      -0.443706      -0.180971      -0.467572      -0.163297      -0.145602 
       20.2885     0.00574845     0.00372668       -1.68705       -1.08089      -0.854376       -0.50183      -0.091465      -0.494265     -0.0568609      -0.220998 
       20.3077     0.00564413     0.00386498       -1.66122       -1.11982      -0.819021      -0.557733     0.00128641      -0.504318      0.0704541       -0.22365 
       20.3269     0.00553699     0.00399686        -1.6345       -1.15814      -0.780043      -0.611168      0.0941808      -0.497471       0.177573      -0.155221 
       20.3462     0.00542857     0.00412295       -1.60688       -1.19583      -0.737613      -0.661899       0.184144      -0.474049       0.229266     -0.0361583 
       20.3654     0.00532001     0.00424449        -1.5784       -1.23287       -0.69192      -0.709702       0.268243      -0.434934       0.203028      0.0959104 
       20.3846     0.00521159     0.00436318       -1.54907       -1.26925      -0.643166      -0.754367       0.343782      -0.381522       0.100472       0.191151 
       20.4038     0.00510241     0.00448058       -1.51889       -1.30493      -0.591568      -0.795696       0.408396      -0.315656     -0.0421316       0.205711 
       20.4231     0.00499074     0.00459712       -1.48789       -1.33991      -0.537354      -0.833509       0.460111      -0.239549       -0.16378       0.130603 
       20.4423     0.00487513     0.00471178       -1.45609       -1.37417      -0.480764      -0.867639       0.497401      -0.155701      -0.214413      0.0011204 
       20.4615     0.00475536     0.00482294       -1.42349       -1.40768      -0.422048      -0.897936       0.519215     -0.0668121      -0.181179      -0.128283 
       20.4808     0.00463223     0.00492931       -1.39012       -1.44042      -0.361466      -0.924269       0.524996      0.0243116     -0.0837498      -0.212875 
          20.5     0.00450703     0.00503028         -1.356       -1.47239      -0.299283      -0.946522       0.514681       0.114837      0.0421436      -0.228388 
       20.5192     0.00438117     0.00512595       -1.32114       -1.50355      -0.235776      -0.964598       0.488686       0.201989       0.156128      -0.170896 
       20.5385     0.00425593     0.00521701       -1.28557        -1.5339      -0.171222      -0.978421       0.447885       0.283124       0.219862     -0.0561471 
       20.5577     0.00413222     0.00530487       -1.24929       -1.56341      -0.105906       -0.98793       0.393575       0.355797       0.205456      0.0796438 
       20.5769     0.00401007     0.00539143       -1.21234       -1.59208     -0.0401156      -0.993085       0.327437       0.417824       0.110042       0.184151 
       20.5962     0.00388821      0.0054784       -1.17473       -1.61988      0.0258612      -0.993865       0.251485       0.467338     -0.0313821       0.209795 
       20.6154     0.00376449     0.00556627       -1.13648       -1.64681      0.0917346      -0.990267       0.168018       0.502832      -0.157716       0.145044 
       20.6346     0.00363708     0.00565404       -1.09761       -1.67283       0.157216      -0.982308      0.0795557       0.523202      -0.218555      0.0220671 
       20.6538     0.00350529     0.00574001       -1.05815       -1.69795       0.222018      -0.970025     -0.0112225       0.527777      -0.197969      -0.108132 
       20.6731     0.00336942      0.0058227       -1.01811       -1.72215       0.285857      -0.953471      -0.101548       0.516344      -0.110226      -0.201233 
       20.6923     0.00323036     0.00590113      -0.977521       -1.74541       0.348454      -0.932721      -0.188634       0.489161      0.0133467      -0.229463 
       20.7115     0.00308925     0.00597487      -0.936399       -1.76772       0.409535      -0.907864      -0.269758       0.446964       0.133397      -0.183349 
       20.7308     0.00294732     0.00604414      -0.894767       -1.78907       0.468832      -0.879011      -0.342335       0.390958       0.208731     -0.0737831 
         20.75     0.00280554     0.00610991      -0.852648       -1.80945       0.526085      -0.846288      -0.404005       0.322795       0.206231      0.0646186 
       20.7692     0.00266406     0.00617376      -0.810066       -1.82885       0.581044      -0.809838      -0.452709       0.244541       0.118767       0.177372 
       20.7885      0.0025217     0.00623714      -0.767044       -1.84725       0.633469      -0.769819       -0.48677       0.158624     -0.0201056       0.213855 
       20.8077     0.00237643     0.00630021      -0.723604       -1.86464       0.683128      -0.726408      -0.504958      0.0677649       -0.15002       0.160155 
       20.8269      0.0022266     0.00636173      -0.679771       -1.88102       0.729804      -0.679792      -0.506551     -0.0251044      -0.220636      0.0447203 
       20.8462     0.00207168     0.00641983      -0.635567       -1.89638       0.773292      -0.630175      -0.491376      -0.116937      -0.212842     -0.0852946 
       20.8654     0.00191211     0.00647273      -0.591019       -1.91071         0.8134      -0.577774       -0.45983      -0.204679      -0.135414      -0.186202 
       20.8846     0.00174896     0.00651913      -0.546148       -1.92399       0.849952      -0.522816      -0.412887      -0.285382     -0.0150949      -0.226966 
       20.9038     0.00158377     0.00655824      -0.500981       -1.93623       0.882784      -0.465543      -0.352063      -0.356318       0.110122      -0.192648 
       20.9231     0.00141829     0.00659005      -0.455541       -1.94742       0.911752      -0.406203      -0.279375      -0.415084       0.196476     -0.0891632 
       20.9423     0.00125415     0.00661546      -0.409854       -1.95755       0.936725      -0.345055      -0.197261      -0.459701       0.205839      0.0506504 
       20.9615     0.00109208     0.00663621      -0.363943       -1.96661       0.957593      -0.282368       -0.10849       -0.48869       0.127082       0.170542 
       20.9808    0.000931417       0.006654      -0.317835       -1.97461        0.97426      -0.218415     -0.0160537      -0.501126      -0.007912       0.217544 
            21    0.000770606     0.00666937      -0.271553       -1.98153       0.986651      -0.153476      0.0769496      -0.496667      -0.140292       0.175439 
       21.0192    0.000608381     0.00668154      -0.225124       -1.98737       0.994707     -0.0878354       0.167435       -0.47556      -0.220127      0.0684692 
       21.0385    0.000444384      0.0066892      -0.178573       -1.99213       0.998391     -0.0217824       0.252442      -0.438613      -0.225118     -0.0603859 
       21.0577    0.000279083     0.00669109      -0.131924        -1.9958       0.997681      0.0443933       0.329239      -0.387156      -0.158527      -0.168342 
       21.0769    0.000113539     0.00668628     -0.0852038        -1.9984       0.992577         0.1104        0.39541      -0.322976     -0.0423195      -0.221368 
       21.0962   -5.07546e-05     0.00667434     -0.0384371        -1.9999       0.983098       0.175947       0.448928      -0.248241       0.087175       -0.19914 
       21.1154   -0.000212021     0.00665559     0.00835043       -2.00032       0.969282       0.240745       0.488202      -0.165419       0.183868      -0.102527 
       21.1346   -0.000368645     0.00663136      0.0551334       -1.99965       0.951185       0.304506       0.512118     -0.0771846       0.204911      0.0374746 
       21.1538   -0.000519997      0.0066039       0.101886       -1.99789       0.928883       0.366948       0.520053      0.0136654       0.135586       0.163296 
       21.1731   -0.000666991     0.00657534       0.148584       -1.99505        0.90247       0.427795       0.511878       0.104299     0.00582277       0.220416 
       21.1923   -0.000811477     0.00654663       0.195201       -1.99112        0.87206       0.486774       0.487947       0.191929      -0.127854        0.19035 
       21.2115   -0.000955108     0.00651741       0.241711       -1.98611       0.837783       0.543624       0.449072       0.273892      -0.216242      0.0926873 
       21.2308    -0.00109879     0.00648669       0.288091       -1.98002       0.799786        0.59809       0.396496       0.347714      -0.233905     -0.0340512 
         21.25    -0.00124271     0.00645336       0.334313       -1.97286       0.758236       0.649929       0.331848       0.411173      -0.178597      -0.148264 
       21.2692    -0.00138642     0.00641642       0.380355       -1.96462       0.713312       0.698909       0.257101       0.462358     -0.0673421      -0.213198 
       21.2885    -0.00152896     0.00637522       0.426189       -1.95532       0.665211       0.744809       0.174515        0.49971      0.0654749      -0.203249 
       21.3077    -0.00166891     0.00632979       0.471792       -1.94495       0.614144       0.787423      0.0865816       0.522068       0.171687      -0.114258 
       21.3269    -0.00180491     0.00628121       0.517139       -1.93353       0.560336        0.82656    -0.00403814         0.5287       0.204137      0.0246682 
       21.3462    -0.00193659     0.00623149       0.562205       -1.92106       0.504024       0.862041      -0.094585       0.519329        0.14493       0.155227 
       21.3654    -0.00206511     0.00618252       0.606966       -1.90755       0.445457       0.893707      -0.182272       0.494148      0.0216242       0.222066 
       21.3846    -0.00219247     0.00613496       0.651398         -1.893       0.384894       0.921414      -0.264363       0.453826      -0.112278       0.204363 
       21.4038    -0.00232049     0.00608824       0.695476       -1.87743       0.322603       0.945034      -0.338249       0.399504      -0.208536       0.116746 
       21.4231    -0.00245033     0.00604114       0.739177       -1.86083       0.258862       0.964462      -0.401536       0.332774      -0.238712    -0.00692213 
       21.4423     -0.0025824     0.00599215       0.782477       -1.84323       0.193954       0.979606      -0.452117       0.255648      -0.195126      -0.126529 
       21.4615    -0.00271645     0.00593977       0.825353       -1.82463       0.128168       0.990398       -0.48826       0.170507     -0.0897119      -0.202913 
       21.4808    -0.00285149     0.00588275       0.867782       -1.80504      0.0617966       0.996788      -0.508668      0.0800363       0.045367      -0.205329 
          21.5     -0.0029859     0.00582053       0.909741       -1.78448    -0.00486343       0.998745      -0.512546      -0.012855       0.160131      -0.124654 
       21.5192    -0.00311798     0.00575376       0.951207       -1.76294     -0.0715146       0.996258      -0.499643      -0.105129         0.2036       0.011928 
       21.5385    -0.00324695     0.00568411       0.992158       -1.74045      -0.137859       0.989339      -0.470281      -0.193727       0.155097       0.146009 
       21.5577    -0.00337354     0.00561318        1.03257       -1.71702      -0.203601       0.978017       -0.42535      -0.275677      0.0393645       0.222057 
       21.5769    -0.00349921      0.0055415        1.07243       -1.69266      -0.268446       0.962343      -0.366297      -0.348215     -0.0936993       0.216865 
       21.5962    -0.00362532     0.00546854         1.1117       -1.66739      -0.332105       0.942385      -0.295071      -0.408887      -0.197069       0.139908 
       21.6154    -0.00375263     0.00539317        1.15038       -1.64121      -0.394294       0.918234      -0.214057       -0.45565      -0.239502      0.0201966 
       21.6346    -0.00388127     0.00531399        1.18843       -1.61415      -0.454735       0.889998      -0.125985      -0.486951      -0.207976      -0.103956 
       21.6538    -0.00401069     0.00522956        1.22584       -1.58621      -0.513158       0.857804     -0.0338234      -0.501786      -0.109198      -0.191268 
       21.6731    -0.00413955     0.00513867        1.26259       -1.55742      -0.569304       0.821796      0.0593382      -0.499731      0.0270764      -0.206001 
       21.6923     -0.0042658     0.00504091        1.29865       -1.52779      -0.622923       0.782136       0.150404       -0.48095       0.149303      -0.134281 
       21.7115     -0.0043873     0.00493723        1.33402       -1.49733      -0.673777       0.739003       0.236388      -0.446179       0.203317    -0.00137707 
       21.7308    -0.00450298      0.0048297        1.36866       -1.46606       -0.72164       0.692591       0.314519       -0.39668       0.166066       0.134948 
         21.75    -0.00461325     0.00472037        1.40257         -1.434      -0.766301       0.643108       0.382331      -0.334186      0.0589638       0.219599 
       21.7692    -0.00471942     0.00461033        1.43572       -1.40117      -0.807564       0.590775       0.437737       -0.26082     -0.0722148       0.226936 
       21.7885    -0.00482279     0.00449971        1.46809       -1.36759      -0.845246       0.535829       0.479085      -0.179017      -0.181899       0.161153 
       21.8077    -0.00492435     0.00438802        1.49968       -1.33326      -0.879184       0.478515       0.505195     -0.0914344      -0.236267      0.0462477 
       21.8269     -0.0050246     0.00427434        1.53046       -1.29822      -0.909228        0.41909       0.515379   -0.000859374      -0.217063     -0.0815677 
       21.8462    -0.00512342     0.00415755        1.56041       -1.26248       -0.93525       0.357819       0.509444      0.0898741      -0.125683      -0.179169 
       21.8654    -0.00521992     0.00403662        1.58952       -1.22606      -0.957137       0.294975        0.48768        0.17797      0.0106664      -0.206048 
       21.8846    -0.00531236     0.00391122        1.61778       -1.18898      -0.974797       0.230838       0.450844       0.260745       0.139195      -0.143872 
       21.9038    -0.00539894     0.00378242        1.64517       -1.15127      -0.988154       0.165694       0.400122       0.335698       0.203275     -0.0159271 
       21.9231    -0.00547893     0.00365234        1.67168       -1.11293      -0.997155      0.0998324       0.337094       0.400576       0.177736        0.12146 
       21.9423    -0.00555308     0.00352302        1.69728       -1.07399       -1.00176      0.0335438       0.263687       0.453423       0.080175        0.21409 
       21.9615    -0.00562293     0.00339559        1.72198       -1.03448       -1.00197     -0.0328781       0.182123       0.492633     -0.0481175       0.233889 
       21.9808    -0.00569016     0.00327023        1.74575      -0.994411      -0.997763     -0.0991403      0.0948624       0.516991      -0.163269       0.179758 
            22    -0.00575618     0.00314644        1.76858      -0.953809      -0.989181      -0.164951     0.00454384       0.525704      -0.229173      0.0705495 
       22.0192    -0.00582202     0.00302314        1.79046      -0.912696       -0.97626      -0.230021     -0.0860858       0.518431      -0.222484     -0.0599445 
       22.0385    -0.00588802     0.00289889        1.81139      -0.871093      -0.959062      -0.294064      -0.174241       0.495298      -0.139224      -0.167051 
       22.0577     -0.0059536     0.00277215        1.83134      -0.829024      -0.937669      -0.356801      -0.257174       0.456904    -0.00394892      -0.205742 
       22.0769    -0.00601718     0.00264211        1.85031       -0.78651      -0.912178      -0.417958      -0.332254       0.404325       0.129642      -0.153605 
       22.0962    -0.00607702     0.00250937        1.86829      -0.743575      -0.882705      -0.477268      -0.397048       0.339088       0.203217     -0.0318375 
       22.1154    -0.00613238     0.00237557        1.88528      -0.700242      -0.849384      -0.534472      -0.449404       0.263151       0.189692       0.105432 
       22.1346    -0.00618384     0.00224229        1.90125      -0.656534      -0.812365      -0.589323      -0.487529       0.178846       0.102446       0.205314 
       22.1538     -0.0062327     0.00211033         1.9162      -0.612475      -0.771813      -0.641583      -0.510059      0.0888236     -0.0220159       0.237374 
       22.1731    -0.00628039     0.00197966        1.93014      -0.568089      -0.727909      -0.691025      -0.516124    -0.00402892      -0.141795       0.195262 
       22.1923    -0.00632817     0.00184957        1.94304      -0.523399      -0.680848      -0.737437      -0.505398     -0.0966808      -0.218793      0.0925517 
       22.2115    -0.00637692     0.00171878         1.9549      -0.478429      -0.630838      -0.780619      -0.478121      -0.186063      -0.224713     -0.0396597 
       22.2308    -0.00642679      0.0015855        1.96572      -0.433204      -0.578099      -0.820383      -0.435111      -0.269183      -0.150214       -0.15539 
         22.25     -0.0064769     0.00144787        1.97549      -0.387748      -0.522864       -0.85656      -0.377745      -0.343236      -0.017218      -0.205437 
       22.2692    -0.00652518     0.00130485         1.9842      -0.342085      -0.465374      -0.888995      -0.307913      -0.405719       0.120097      -0.163824 
       22.2885    -0.00656938     0.00115691        1.99186       -0.29624      -0.405883      -0.917547      -0.227952      -0.454528       0.202529     -0.0494554 
       22.3077    -0.00660823     0.00100566        1.99846      -0.250237      -0.344648      -0.942095      -0.140557      -0.488044       0.201207      0.0865194 
       22.3269    -0.00664168    0.000852761        2.00399        -0.2041      -0.281939      -0.962535     -0.0486731      -0.505189       0.124934       0.192869 
       22.3462    -0.00667043    0.000699335        2.00846      -0.157855      -0.218029      -0.978779       0.044617      -0.505465     0.00519358       0.236908 
       22.3654    -0.00669544    0.000545844        2.01186      -0.111525      -0.153195      -0.990758       0.136213      -0.488964      -0.118355       0.207112 
       22.3846    -0.00671769    0.000392157        2.01418     -0.0651365     -0.0877206      -0.998421       0.223111      -0.456347      -0.205927       0.111676 
       22.4038    -0.00673798    0.000237531        2.01544     -0.0187131     -0.0218908       -1.00174       0.302511      -0.408813       -0.22444     -0.0212416 
       22.4231    -0.00675649    8.06477e-05        2.01562      0.0277202      0.0440079       -1.00069       0.371906      -0.348032      -0.159278        -0.1446 
       22.4423    -0.00677234   -7.99678e-05        2.01474      0.0741389       0.109689      -0.995285        0.42916      -0.276079     -0.0297538      -0.205472 
       22.4615     -0.0067835   -0.000244959        2.01278       0.120518       0.174865      -0.985548       0.472563      -0.195348       0.109999      -0.174815 
       22.4808    -0.00678786   -0.000413431        2.00976       0.166833       0.239254      -0.971518       0.500872      -0.108467       0.200663     -0.0689293 
          22.5    -0.00678428   -0.000583434        2.00566        0.21306       0.302575      -0.953257       0.513332     -0.0182068       0.211617      0.0646573 
       22.5192    -0.00677284   -0.000752949        2.00051       0.259174        0.36455      -0.930842       0.509683       0.072604       0.146888       0.176646 
       22.5385    -0.00675441   -0.000920444        1.99429        0.30515        0.42491      -0.904371       0.490149       0.161161      0.0327789       0.232303 
       22.5577    -0.00673028      -0.001085        1.98702       0.350965       0.483389      -0.873956       0.455421       0.244764     -0.0935901       0.215077 
       22.5769    -0.00670191    -0.00124636         1.9787       0.396594       0.539733      -0.839729       0.406628       0.320883      -0.191087       0.127686 
       22.5962     -0.0066707    -0.00140502        1.96932       0.442012       0.593693      -0.801837       0.345295       0.387226      -0.222027    -0.00487672 
       22.6154    -0.00663748    -0.00156229        1.95891       0.487197       0.645032      -0.760442       0.273303       0.441794      -0.166663      -0.134744 
       22.6346    -0.00660189    -0.00171975        1.94746       0.532124       0.693523      -0.715725       0.192835        0.48293     -0.0417809      -0.205785 
       22.6538    -0.00656238    -0.00187824        1.93498        0.57677       0.738951      -0.667877       0.106321       0.509359      0.0991079      -0.186404 
       22.6731    -0.00651727    -0.00203711        1.92147        0.62111       0.781115      -0.617107      0.0163787        0.52023       0.197278     -0.0899582 
       22.6923    -0.00646574    -0.00219478        1.90695       0.665123       0.819827      -0.563635     -0.0742569       0.515134        0.22042      0.0402001 
       22.7115    -0.00640805    -0.00234957        1.89143       0.708783       0.854913      -0.507692      -0.162801       0.494133       0.167665       0.156984 
       22.7308    -0.00634518     -0.0025002         1.8749        0.75207       0.886216      -0.449523      -0.246495        0.45776      0.0599959       0.223852 
         22.75    -0.00627855    -0.00264596        1.85738        0.79496       0.913594      -0.389382      -0.322687       0.407025     -0.0682934       0.219369 
       22.7692    -0.00620982    -0.00278679        1.83889        0.83743       0.936922      -0.327531      -0.388909       0.343394      -0.175021        0.14072 
       22.7885    -0.00614065    -0.00292349        1.81942       0.879458       0.956093      -0.264243      -0.442965       0.268767      -0.218102     0.00959847 
       22.8077    -0.00607206    -0.00305779          1.799       0.921022       0.971018      -0.199794      -0.483005        0.18543      -0.172957      -0.125526 
       22.8269    -0.00600374    -0.00319181        1.77762         0.9621       0.981627       -0.13447      -0.507602      0.0959969     -0.0539557      -0.205998 
       22.8462    -0.00593407    -0.00332683        1.75531        1.00267       0.987868     -0.0685578      -0.515814     0.00332912      0.0867328      -0.198164 
       22.8654    -0.00586122    -0.00346271        1.73208        1.04272       0.989708    -0.00234979      -0.507237      -0.089553       0.191622      -0.112014 
       22.8846    -0.00578408    -0.00359838        1.70793        1.08221       0.987136      0.0638604      -0.482035      -0.179576       0.226749      0.0137429 
       22.9038    -0.00570242    -0.00373252        1.68288        1.12113       0.980158       0.129778      -0.440948      -0.263727       0.186298        0.13447 
       22.9231    -0.00561668    -0.00386406        1.65695        1.15947       0.968802       0.195111      -0.385281      -0.339166      0.0858354       0.212083 
       22.9423    -0.00552778    -0.00399226        1.63015        1.19719       0.953115       0.259566      -0.316863      -0.403342     -0.0434441        0.22044 
       22.9615    -0.00543696    -0.00411696        1.60249        1.23428       0.933163       0.322856      -0.237977      -0.454092      -0.158603       0.151171 
       22.9808    -0.00534557    -0.00423883        1.57398        1.27073       0.909032       0.384696      -0.151277      -0.489727      -0.213414      0.0225834 
            23    -0.00525435    -0.00435953        1.54465         1.3065       0.880827        0.44481     -0.0596845      -0.509094      -0.178846      -0.116521 
       23.0192    -0.00516266    -0.00448102        1.51451        1.34159       0.848672       0.502928      0.0337279      -0.511621     -0.0668838      -0.205697 
       23.0385    -0.00506858    -0.00460438        1.48357        1.37598        0.81271       0.558788       0.125855       -0.49732      0.0723605       -0.20959 
       23.0577    -0.00497004    -0.00472925        1.45185        1.40964         0.7731       0.612139       0.213674      -0.466782       0.183145      -0.134464 
       23.0769    -0.00486566    -0.00485431        1.41937        1.44256       0.730018       0.662741       0.294353      -0.421137       0.229946     -0.0140681 
       23.0962    -0.00475489    -0.00497791        1.38614        1.47472       0.683658       0.710366       0.365343      -0.361998       0.202072       0.109672 
       23.1154    -0.00463794    -0.00509845        1.35218        1.50611       0.634226         0.7548       0.424454      -0.291388       0.109587       0.197456 
       23.1346    -0.00451566     -0.0052146        1.31752        1.53671       0.581944       0.795843        0.46992      -0.211664     -0.0196983       0.218632 
       23.1538    -0.00438944    -0.00532554        1.28216         1.5665       0.527048        0.83331       0.500433      -0.125423      -0.142369       0.159272 
       23.1731    -0.00426099    -0.00543144        1.24613        1.59547       0.469783       0.867034       0.515173     -0.0354199      -0.208335      0.0342873 
       23.1923    -0.00413145    -0.00553356        1.20945         1.6236       0.410408       0.896864       0.513809      0.0555212       -0.18459       -0.10746 
       23.2115    -0.00400062    -0.00563361        1.17213        1.65088       0.349189       0.922668       0.496502       0.144591     -0.0807561      -0.204528 
       23.2308     -0.0038671    -0.00573247         1.1342         1.6773         0.2864       0.944331       0.463877       0.229071      0.0558337       -0.22018 
         23.25    -0.00372931    -0.00582977        1.09567        1.70283       0.222324       0.961757       0.417004       0.306406       0.171639      -0.156648 
       23.2692    -0.00358626    -0.00592425        1.05657        1.72748       0.157248       0.974872       0.357357       0.374267       0.229718     -0.0424649 
       23.2885    -0.00343774    -0.00601437        1.01692        1.75121      0.0914637       0.983618        0.28677       0.430609       0.214601      0.0834126 
       23.3077    -0.00328422    -0.00609857       0.976727        1.77403      0.0252643        0.98796        0.20739       0.473723       0.130784        0.18078 
       23.3269    -0.00312686    -0.00617552       0.936026        1.79592     -0.0410544       0.987881       0.121619       0.502281     0.00246485       0.214667 
       23.3462    -0.00296747    -0.00624442       0.894835        1.81687      -0.107197       0.983385      0.0320549        0.51537      -0.126691        0.16568 
       23.3654    -0.00280824     -0.0063056       0.853175        1.83687      -0.172869       0.974495     -0.0585748       0.512522      -0.203112      0.0454328 
       23.3846    -0.00265076    -0.00636064       0.811068        1.85591       -0.23778       0.961254      -0.147485       0.493734      -0.190424     -0.0975314 
       23.4038    -0.00249518    -0.00641162       0.768536        1.87397      -0.301642       0.943726      -0.231908        0.45948     -0.0957786      -0.201637 
       23.4231    -0.00234043    -0.00645987       0.725601        1.89105      -0.364173       0.921992      -0.309172       0.410707      0.0370005      -0.228972 
       23.4423    -0.00218516    -0.00650559       0.682286        1.90714      -0.425098       0.896152      -0.376783       0.348826       0.156933      -0.177479 
       23.4615    -0.00202844    -0.00654818       0.638614        1.92223      -0.484148       0.866325      -0.432505       0.275681        0.22582     -0.0703011 
       23.4808    -0.00186989    -0.00658667       0.594607        1.93632      -0.541065       0.832646      -0.474443        0.19351       0.223567       0.056819 
          23.5    -0.00170974    -0.00661994       0.550289        1.94939      -0.595599       0.795269      -0.501111       0.104885       0.149066       0.163099 
       23.5192    -0.00154888    -0.00664697       0.505683        1.96144      -0.647512        0.75436      -0.511505      0.0126343      0.0226992       0.209466 
       23.5385    -0.00138892    -0.00666726       0.460812        1.97247      -0.696578       0.710105      -0.505147     -0.0802416      -0.111845       0.171211 
       23.5577    -0.00123184    -0.00668138         0.4157        1.98246      -0.742582         0.6627      -0.482123      -0.170676      -0.197972      0.0567759 
       23.5769    -0.00107899    -0.00669126        0.37037        1.99141      -0.785326       0.612357      -0.443095      -0.255647      -0.196524     -0.0860564 
       23.5962   -0.000930207    -0.00669921       0.324846        1.99932      -0.824624       0.559299      -0.389288      -0.332289      -0.111998      -0.196349 
       23.6154    -0.00078408    -0.00670682       0.279151        2.00619      -0.860306       0.503762      -0.322458      -0.398008       0.015867      -0.235172 
       23.6346   -0.000638891    -0.00671454       0.233311          2.012      -0.892219        0.44599      -0.244825      -0.450584       0.138959      -0.196079 
       23.6538   -0.000493169    -0.00672198       0.187349        2.01676      -0.920225       0.386238      -0.158993      -0.488256       0.218082     -0.0967071 
       23.6731   -0.000345905    -0.00672822       0.141288        2.02046      -0.944203        0.32477     -0.0678489      -0.509794       0.228712      0.0306918 
       23.6923   -0.000196663    -0.00673199      0.0951533        2.02311      -0.964051       0.261854      0.0255505      -0.514538       0.164102       0.145096 
       23.7115   -4.57698e-05    -0.00673189      0.0489688        2.02469      -0.979684       0.197768       0.118098      -0.502417      0.0406585       0.203542 
       23.7308    0.000105537    -0.00672691     0.00275863        2.02522      -0.991035        0.13279       0.206751      -0.473939     -0.0980856        0.17623 
         23.75    0.000255488    -0.00671717      -0.043453        2.02468      -0.998057      0.0672065       0.288641       -0.43016      -0.193052      0.0686407 
       23.7692    0.000402882     -0.0067041     -0.0896418        2.02308       -1.00072     0.00130268       0.361172      -0.372629      -0.202924     -0.0727193 
       23.7885    0.000547914    -0.00668953      -0.135784        2.02043      -0.999013     -0.0646334       0.422097      -0.303317      -0.129309      -0.188301 
       23.8077     0.00069186     -0.0066746      -0.181854        2.01671      -0.992944      -0.130314       0.469584      -0.224543    -0.00734858      -0.238308 
       23.8269    0.000836278    -0.00665945       -0.22783        2.01194       -0.98254      -0.195453       0.502259      -0.138879       0.117988      -0.211855 
       23.8462    0.000982516    -0.00664346      -0.273685        2.00611      -0.967847      -0.259766       0.519231     -0.0490682       0.206772      -0.120999 
       23.8654      0.0011315    -0.00662544      -0.319398        1.99923      -0.948928      -0.322973       0.520104      0.0420665       0.230254     0.00574887 
